"sex","nachweismethode","geoRegion","datum","entries","entries_pos","entries_neg","sumTotal","anteil_pos","anteil_pos_diff","anteil_pos_all","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"male","all","CH06",202048,5767,1013,4754,88172,17.6,-3.1,11.9,0.478,47.8,412733,1397.27,21362.96,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",219,53.06,3.9,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH07",202048,3417,772,2645,43158,22.6,-1.1,15,0.435,43.5,171141,1996.6,25217.8,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",-139,-81.22,-3.9,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH01",202048,17485,3067,14418,324795,17.5,-4.6,17.2,0.554,55.4,844124,2071.38,38477.17,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",-3184,-377.19,-15.4,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH02",202048,17703,2989,14714,242578,16.9,-4.4,14.4,0.554,55.4,954707,1854.29,25408.63,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",1101,115.33,6.6,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH03",202048,12425,2094,10331,146057,16.9,-0.700000000000003,9.3,0.537,53.7,589537,2107.59,24774.87,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",875,148.43,7.6,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH04",202048,17471,2520,14951,243687,14.4,-2,9.2,0.531,53.1,772596,2261.34,31541.32,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",928,120.12,5.6,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH05",202048,11131,2274,8857,133008,20.4,-2,12.7,0.539,53.9,589627,1887.8,22557.99,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",1091,185.03,10.9,0.200000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH06",202048,6305,1122,5183,88385,17.8,-2.7,11.8,0.522,52.2,406229,1552.08,21757.43,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",-52,-12.8,-0.8,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH07",202048,4430,912,3518,48256,20.6,-1.5,14.3,0.565,56.5,180350,2456.33,26756.86,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",2,1.1,0,0.999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH01",202048,30,10,20,653,33.3,33.3,3.7,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",22,NA,275,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH02",202048,9,1,8,141,11.1,11.1,9.9,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",-1,NA,-10,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH03",202048,14,2,12,81,14.3,14.3,12.3,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",5,NA,55.6,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH04",202048,14,1,13,124,7.1,-12.9,6.5,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",9,NA,180,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH05",202048,1,0,1,13,0,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",1,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH06",202048,3,0,3,16,0,NA,18.8,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",3,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH07",202048,0,0,NA,4,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-48",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH01",202049,13351,2202,11149,297932,16.5,-2.1,17.9,0.449,44.9,810627,1647,36753.28,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",-668,-82.4,-4.8,0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH02",202049,14045,2479,11566,229890,17.7,0,14.9,0.438,43.8,931877,1507.17,24669.56,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",-173,-18.57,-1.2,-0.700000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH03",202049,11159,1992,9167,149968,17.9,0.199999999999999,10.5,0.452,45.2,581620,1918.61,25784.53,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",460,79.09,4.3,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH04",202049,15907,2725,13182,243238,17.1,1.5,10.4,0.462,46.2,766679,2074.79,31726.19,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",501,65.34,3.3,-0.600000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH05",202049,9940,2165,7775,136468,21.8,1.1,13.3,0.445,44.5,594186,1672.88,22967.22,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",425,71.53,4.5,-1.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH06",202049,6135,1103,5032,94307,18,0.399999999999999,12.3,0.47,47,412733,1486.43,22849.4,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",368,89.16,6.4,-0.799999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH07",202049,3448,805,2643,46606,23.3,0.699999999999999,15.6,0.437,43.7,171141,2014.71,27232.52,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",31,18.11,0.9,0.200000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH01",202049,16357,2576,13781,341152,15.7,-1.8,17.1,0.55,55,844124,1937.75,40414.92,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",-1128,-133.63,-6.5,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH02",202049,18038,3135,14903,260616,17.4,0.5,14.6,0.562,56.2,954707,1889.38,27298.01,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",335,35.09,1.9,0.799999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH03",202049,13551,2208,11343,159608,16.3,-0.599999999999998,9.9,0.548,54.8,589537,2298.58,27073.45,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",1126,190.99,9.1,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH04",202049,18498,2986,15512,262185,16.1,1.7,9.7,0.537,53.7,772596,2394.27,33935.59,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",1027,132.93,5.9,0.600000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH05",202049,12413,2618,9795,145421,21.1,0.700000000000003,13.4,0.555,55.5,589627,2105.23,24663.22,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",1282,217.43,11.5,1.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH06",202049,6926,1243,5683,95311,17.9,0.0999999999999979,12.2,0.53,53,406229,1704.95,23462.38,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",621,152.87,9.8,0.799999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH07",202049,4438,920,3518,52694,20.7,0.0999999999999979,14.8,0.563,56.3,180350,2460.77,29217.63,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",8,4.44,0.2,-0.199999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH01",202049,19,1,18,672,5.3,-28,3.7,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",-11,NA,-36.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH02",202049,6,1,5,147,16.7,5.6,10.2,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",-3,NA,-33.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH03",202049,2,0,2,83,0,-14.3,12,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",-12,NA,-85.7,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH04",202049,10,1,9,134,10,2.9,6.7,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",-4,NA,-28.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH05",202049,2,0,2,15,0,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",1,NA,100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH06",202049,1,0,1,17,0,0,17.6,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",-2,NA,-66.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH07",202049,0,0,NA,4,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-49",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH01",202050,15829,1951,13878,313761,12.3,-4.2,17.6,0.458,45.8,810627,1952.69,38705.96,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",2478,305.69,18.6,0.900000000000006,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH02",202050,16598,2812,13786,246488,16.9,-0.800000000000001,15.1,0.444,44.4,931877,1781.14,26450.7,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",2553,273.97,18.2,0.600000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH03",202050,12656,2157,10499,162624,17,-0.899999999999999,11,0.442,44.2,581620,2175.99,27960.52,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",1497,257.38,13.4,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH04",202050,19970,3087,16883,263208,15.5,-1.6,10.8,0.458,45.8,766679,2604.74,34330.93,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",4063,529.95,25.5,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH05",202050,18530,2608,15922,154998,14.1,-7.7,13.4,0.449,44.9,594186,3118.55,26085.77,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",8590,1445.67,86.4,0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH06",202050,6780,1360,5420,101087,20.1,2.1,12.8,0.46,46,412733,1642.71,24492.11,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",645,156.28,10.5,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH07",202050,4082,922,3160,50688,22.6,-0.699999999999999,16.2,0.438,43.8,171141,2385.17,29617.68,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",634,370.46,18.4,0.0999999999999943,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH01",202050,18710,2201,16509,359862,11.8,-3.9,16.9,0.541,54.1,844124,2216.5,42631.41,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",2353,278.75,14.4,-0.900000000000006,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH02",202050,20776,3336,17440,281392,16.1,-1.3,14.7,0.556,55.6,954707,2176.17,29474.17,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",2738,286.79,15.2,-0.599999999999994,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH03",202050,15991,2593,13398,175599,16.2,-0.100000000000001,10.4,0.558,55.8,589537,2712.47,29785.92,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",2440,413.89,18,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH04",202050,23643,3310,20333,285828,14,-2.1,10,0.542,54.2,772596,3060.2,36995.79,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",5145,665.93,27.8,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH05",202050,22762,2952,19810,168183,13,-8.1,13.3,0.551,55.1,589627,3860.41,28523.63,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",10349,1755.18,83.4,-0.400000000000006,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH06",202050,7956,1577,6379,103267,19.8,1.9,12.8,0.54,54,406229,1958.5,25420.88,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",1030,253.55,14.9,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH07",202050,5230,1015,4215,57924,19.4,-1.3,15.2,0.562,56.2,180350,2899.92,32117.55,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",792,439.15,17.8,-0.0999999999999943,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH01",202050,41,5,36,713,12.2,6.9,4.2,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",22,NA,115.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH02",202050,16,2,14,163,12.5,-4.2,10.4,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",10,NA,166.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH03",202050,13,0,13,96,0,0,10.4,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",11,NA,550,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH04",202050,28,1,27,162,3.6,-6.4,6.2,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",18,NA,180,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH05",202050,8,2,6,23,25,25,8.7,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",6,NA,300,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH06",202050,2,0,2,19,0,0,15.8,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",1,NA,100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH07",202050,0,0,NA,4,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-50",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH01",202051,21690,1739,19951,335451,8,-4.3,17,0.471,47.1,810627,2675.71,41381.67,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",5861,723.02,37,1.29999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH02",202051,19895,2706,17189,266383,13.6,-3.3,15,0.443,44.3,931877,2134.94,28585.64,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",3297,353.8,19.9,-0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH03",202051,15031,2181,12850,177655,14.5,-2.5,11.3,0.456,45.6,581620,2584.33,30544.86,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",2375,408.34,18.8,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH04",202051,25978,3107,22871,289186,12,-3.5,10.9,0.473,47.3,766679,3388.38,37719.31,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",6008,783.64,30.1,1.49999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH05",202051,14254,2512,11742,169252,17.6,3.5,13.8,0.46,46,594186,2398.91,28484.68,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",-4276,-719.64,-23.1,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH06",202051,9085,1434,7651,110172,15.8,-4.3,13.1,0.47,47,412733,2201.18,26693.29,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",2305,558.47,34,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH07",202051,6194,855,5339,56882,13.8,-8.8,15.9,0.466,46.6,171141,3619.24,33236.92,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",2112,1234.07,51.7,2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH01",202051,24299,2050,22249,384161,8.4,-3.4,16.3,0.528,52.8,844124,2878.61,45510.02,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",5589,662.11,29.9,-1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH02",202051,25035,3325,21710,306427,13.3,-2.8,14.6,0.557,55.7,954707,2622.27,32096.44,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",4259,446.1,20.5,0.0999999999999943,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH03",202051,17911,2505,15406,193510,14,-2.2,10.8,0.543,54.3,589537,3038.15,32824.06,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",1920,325.68,12,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH04",202051,28942,3247,25695,314770,11.2,-2.8,10.1,0.527,52.7,772596,3746.07,40741.86,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",5299,685.87,22.4,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH05",202051,16727,2748,13979,184910,16.4,3.4,13.6,0.54,54,589627,2836.88,31360.5,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",-6035,-1023.53,-26.5,-1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH06",202051,10223,1656,8567,113490,16.2,-3.6,13.1,0.529,52.9,406229,2516.56,27937.44,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",2267,558.06,28.5,-1.09999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH07",202051,7086,984,6102,65010,13.9,-5.5,15.1,0.534,53.4,180350,3929.03,36046.58,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",1856,1029.11,35.5,-2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH01",202051,47,2,45,760,4.3,-7.9,4.2,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",6,NA,14.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH02",202051,25,2,23,188,8,-4.5,10.1,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",9,NA,56.2,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH03",202051,15,1,14,111,6.7,6.7,9.9,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",2,NA,15.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH04",202051,39,3,36,201,7.7,4.1,6.5,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",11,NA,39.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH05",202051,4,0,4,27,0,-25,7.4,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",-4,NA,-50,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH06",202051,2,0,2,21,0,0,14.3,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH07",202051,1,0,1,5,0,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-51",1,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH01",202052,19536,1550,17986,354987,7.9,-0.0999999999999996,16.5,0.46,46,810627,2409.99,43791.66,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-2154,-265.72,-9.9,-1.09999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH02",202052,17369,2179,15190,283752,12.5,-1.1,14.8,0.439,43.9,931877,1863.87,30449.51,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-2526,-271.07,-12.7,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH03",202052,12263,1791,10472,189918,14.6,0.0999999999999996,11.5,0.443,44.3,581620,2108.42,32653.28,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-2768,-475.91,-18.4,-1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH04",202052,21785,2613,19172,310971,12,0,11,0.467,46.7,766679,2841.48,40560.78,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-4193,-546.9,-16.1,-0.599999999999994,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH05",202052,10402,1794,8608,179654,17.2,-0.400000000000002,14,0.44,44,594186,1750.63,30235.31,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-3852,-648.28,-27,-2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH06",202052,7371,1237,6134,117543,16.8,1,13.3,0.458,45.8,412733,1785.9,28479.19,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-1714,-415.28,-18.9,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH07",202052,4086,820,3266,60968,20.1,6.3,16.2,0.437,43.7,171141,2387.51,35624.43,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-2108,-1231.73,-34,-2.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH01",202052,22833,1813,21020,406994,7.9,-0.5,15.9,0.538,53.8,844124,2704.93,48214.95,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-1466,-173.68,-6,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH02",202052,22138,2585,19553,328565,11.7,-1.6,14.4,0.56,56,954707,2318.83,34415.27,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-2897,-303.44,-11.6,0.300000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH03",202052,15430,2078,13352,208940,13.5,-0.5,11,0.557,55.7,589537,2617.31,35441.37,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-2481,-420.84,-13.9,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH04",202052,24821,2971,21850,339591,12,0.800000000000001,10.3,0.532,53.2,772596,3212.68,43954.54,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-4121,-533.39,-14.2,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH05",202052,13261,2132,11129,198171,16.1,-0.299999999999997,13.8,0.56,56,589627,2249.05,33609.55,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-3466,-587.83,-20.7,2.00000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH06",202052,8722,1353,7369,122212,15.5,-0.699999999999999,13.3,0.542,54.2,406229,2147.06,30084.51,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-1501,-369.5,-14.7,1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH07",202052,5267,921,4346,70277,17.5,3.6,15.3,0.563,56.3,180350,2920.43,38967.01,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-1819,-1008.6,-25.7,2.89999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH01",202052,98,1,97,858,1,-3.3,3.8,0.002,0.2,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",51,NA,108.5,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH02",202052,36,5,31,224,13.9,5.9,10.7,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",11,NA,44,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH03",202052,15,3,12,126,20,13.3,11.1,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",0,NA,0,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH04",202052,45,2,43,246,4.4,-3.3,6.1,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",6,NA,15.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH05",202052,1,0,1,28,0,0,7.1,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-3,NA,-75,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH06",202052,2,0,2,23,0,0,13,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH07",202052,0,0,NA,5,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-52",-1,NA,-100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH01",202053,14242,1787,12455,369229,12.5,4.6,16.3,0.46,46,810627,1756.91,45548.57,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-53",-5294,-653.08,-27.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH02",202053,12829,2126,10703,296581,16.6,4.1,14.9,0.435,43.5,931877,1376.68,31826.2,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-53",-4540,-487.19,-26.1,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH03",202053,8527,1576,6951,198445,18.5,3.9,11.8,0.434,43.4,581620,1466.08,34119.36,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-53",-3736,-642.34,-30.5,-0.899999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
