"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"unknown","NE",202009,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202010,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202011,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202012,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202013,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202014,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202015,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202016,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202017,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202018,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202019,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202020,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202021,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202022,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202023,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202024,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202025,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202026,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202027,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202028,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202029,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202030,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202031,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202032,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202033,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202034,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202035,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202036,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202037,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202038,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202039,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202040,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202041,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202042,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202043,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202044,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202045,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202046,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202047,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202048,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202049,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202050,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202051,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202052,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202053,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NE",202101,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE
"unknown","NE",202102,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"unknown","NE",202103,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE
"unknown","NE",202104,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"unknown","NE",202105,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202009,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202010,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202011,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202012,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202013,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202014,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202015,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202016,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202017,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202018,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202019,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202020,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202021,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202022,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202023,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202024,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202025,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202026,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202027,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202028,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202029,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202030,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202031,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202032,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202033,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202034,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202035,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202036,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202037,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202038,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202039,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202040,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202041,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202042,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202043,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202044,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202045,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202046,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202047,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202048,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202049,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202050,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202051,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202052,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202053,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","NW",202101,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE
"unknown","NW",202102,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"unknown","NW",202103,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE
"unknown","NW",202104,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"unknown","NW",202105,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202009,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202010,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202011,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202012,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202013,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202014,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202015,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202016,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202017,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202018,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202019,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202020,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202021,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202022,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202023,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202024,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202025,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202026,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202027,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202028,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202029,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202030,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202031,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202032,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202033,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202034,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202035,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202036,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202037,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202038,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202039,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202040,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202041,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202042,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202043,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202044,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202045,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202046,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202047,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202048,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202049,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202050,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202051,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202052,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202053,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","OW",202101,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE
"unknown","OW",202102,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"unknown","OW",202103,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE
"unknown","OW",202104,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"unknown","OW",202105,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","SG",202009,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SG",202010,0,0,NA,NA,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SG",202011,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SG",202012,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
