"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"unknown","CHFL",202020,0,21,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202021,72,14085,0.468,46.8,4288078,1.68,328.47,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-43,-1,-37.4,-2.99999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202021,81,16696,0.526,52.6,4356702,1.86,383.23,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-35,-0.8,-30.2,2.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CHFL",202021,1,22,0.006,0.6,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",1,NA,NA,0.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202022,60,14145,0.476,47.6,4288078,1.4,329.87,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-12,-0.28,-16.7,0.79999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202022,66,16762,0.524,52.4,4356702,1.51,384.74,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-15,-0.35,-18.5,-0.199999999999996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CHFL",202022,0,22,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-1,NA,-100,-0.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202023,50,14195,0.505,50.5,4288078,1.17,331.03,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-10,-0.23,-16.7,2.90000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202023,49,16811,0.495,49.5,4356702,1.12,385.87,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-17,-0.39,-25.8,-2.90000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CHFL",202023,0,22,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202024,77,14272,0.55,55,4288078,1.8,332.83,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",27,0.63,54,4.50000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202024,63,16874,0.45,45,4356702,1.45,387.31,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",14,0.33,28.6,-4.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CHFL",202024,0,22,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202025,80,14352,0.468,46.8,4288078,1.87,334.7,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-25",3,0.07,3.9,-8.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202025,91,16965,0.532,53.2,4356702,2.09,389.4,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-25",28,0.64,44.4,8.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CHFL",202025,0,22,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-25",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202026,196,14548,0.549,54.9,4288078,4.57,339.27,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-26",116,2.7,145,8.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202026,161,17126,0.451,45.1,4356702,3.7,393.1,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-26",70,1.61,76.9,-8.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CHFL",202026,0,22,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-26",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202027,377,14925,0.55,55,4288078,8.79,348.06,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-27",181,4.22,92.3,0.100000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202027,309,17435,0.45,45,4356702,7.09,400.19,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-27",148,3.39,91.9,-0.100000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CHFL",202027,0,22,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-27",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202028,348,15273,0.548,54.8,4288078,8.12,356.17,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-28",-29,-0.67,-7.7,-0.200000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202028,286,17721,0.45,45,4356702,6.56,406.75,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-28",-23,-0.53,-7.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CHFL",202028,1,23,0.002,0.2,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-28",1,NA,NA,0.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202029,382,15655,0.533,53.3,4288078,8.91,365.08,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-29",34,0.79,9.8,-1.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202029,335,18056,0.467,46.7,4356702,7.69,414.44,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-29",49,1.13,17.1,1.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CHFL",202029,0,23,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-29",-1,NA,-100,-0.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CHFL",202030,411,16066,0.498,49.8,4288078,9.58,374.67,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-30",29,0.67,7.6,-3.50000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","CHFL",202030,415,18471,0.502,50.2,4356702,9.53,423.97,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-30",80,1.84,23.9,3.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
