"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"unknown","BE",202035,0,2,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BL",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BS",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","FL",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","FR",202035,0,2,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","GE",202035,0,3,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","GL",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","GR",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","JU",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","LU",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SG",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SH",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SO",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SZ",202035,1,2,0.05,5,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",1,NA,NA,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","TG",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","TI",202035,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","UR",202035,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","VD",202035,0,6,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","VS",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","ZG",202035,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","ZH",202035,0,7,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-35",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","AG",202036,57,1094,0.438,43.8,344733,16.53,317.35,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-16,-4.65,-21.9,-5.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","AI",202036,1,14,1,100,8303,12.04,168.61,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",1,12.04,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","AR",202036,5,63,0.714,71.4,27938,17.9,225.5,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",4,14.32,400,46.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202036,81,1320,0.526,52.6,510170,15.88,258.74,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",9,1.77,12.5,-5.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202036,14,585,0.583,58.3,141890,9.87,412.29,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-9,-6.34,-39.1,-5.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","BS",202036,18,681,0.581,58.1,94997,18.95,716.86,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-3,-3.16,-14.3,-5.50000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","FL",202036,0,56,NA,NA,19215,0,291.44,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-2,-10.41,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","FR",202036,89,847,0.414,41.4,161153,55.23,525.59,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",21,13.03,30.9,-11.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GE",202036,169,3352,0.512,51.2,244184,69.21,1372.74,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",5,2.05,3,-2.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GL",202036,2,65,1,100,20546,9.73,316.36,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",2,9.73,NA,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202036,9,526,0.45,45,99707,9.03,527.55,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202036,5,128,0.417,41.7,36400,13.74,351.65,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",4,10.99,400,-8.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202036,15,522,0.469,46.9,205976,7.28,253.43,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-9,-4.37,-37.5,-6.40000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202036,18,380,0.486,48.6,86495,20.81,439.33,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",8,9.25,80,17.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","NW",202036,3,63,0.6,60,22053,13.6,285.68,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",1,4.53,50,-40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","OW",202036,0,51,0,0,19158,0,266.21,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-2,-10.44,-100,-40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SG",202036,51,693,0.689,68.9,256039,19.92,270.66,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",38,14.84,292.3,37.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SH",202036,3,82,1,100,40768,7.36,201.14,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",2,4.91,200,75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SO",202036,17,332,0.531,53.1,137659,12.35,241.18,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",1,0.73,6.2,21.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SZ",202036,11,263,0.579,57.9,82213,13.38,319.9,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",2,2.43,22.2,12.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","TG",202036,7,266,0.538,53.8,140885,4.97,188.81,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-3,-2.13,-30,6.20000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","TI",202036,15,1691,0.833,83.3,171141,8.76,988.07,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",1,0.58,7.1,29.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","UR",202036,1,74,1,100,18739,5.34,394.9,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-3,-16.01,-75,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","VD",202036,359,3721,0.506,50.6,395189,90.84,941.57,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",110,27.83,44.2,-1.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","VS",202036,40,1092,0.563,56.3,171254,23.36,637.65,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",1,0.59,2.6,-1.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","ZG",202036,17,199,0.586,58.6,64594,26.32,308.08,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",6,9.29,54.5,-10.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","ZH",202036,258,3241,0.531,53.1,766679,33.65,422.73,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",17,2.22,7.1,2.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","AG",202036,73,1126,0.562,56.2,341112,21.4,330.1,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-2,-0.59,-2.7,5.90000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202036,0,12,0,0,7825,0,153.35,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202036,2,68,0.286,28.6,27507,7.27,247.21,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-1,-3.64,-33.3,-46.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202036,73,1373,0.474,47.4,529304,13.79,259.4,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",22,4.15,43.1,5.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","BL",202036,10,524,0.417,41.7,147578,6.78,355.07,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-3,-2.03,-23.1,5.59999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","BS",202036,13,727,0.419,41.9,100847,12.89,720.89,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",1,0.99,8.3,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","FL",202036,0,52,NA,NA,19532,0,266.23,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-5,-25.6,-100,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","FR",202036,126,1078,0.586,58.6,160630,78.44,671.11,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",65,40.46,106.6,11.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","GE",202036,161,4010,0.488,48.8,259944,61.94,1542.64,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",18,6.93,12.6,2.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","GL",202036,0,101,0,0,20044,0,503.89,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-2,-9.98,-100,-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","GR",202036,11,467,0.55,55,99314,11.08,470.23,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","JU",202036,7,159,0.583,58.3,37184,18.83,427.6,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",6,16.14,600,8.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","LU",202036,17,545,0.531,53.1,207144,8.21,263.1,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-4,-1.93,-19,6.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","NE",202036,19,503,0.514,51.4,90001,21.11,558.88,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-3,-3.33,-13.6,-17.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","NW",202036,2,73,0.4,40,21034,9.51,347.06,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",2,9.51,NA,40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","OW",202036,1,52,1,100,18772,5.33,277.01,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-2,-10.65,-66.7,40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SG",202036,23,623,0.311,31.1,254695,9.03,244.61,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-5,-1.96,-17.9,-37.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SH",202036,0,89,0,0,41580,0,214.05,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-3,-7.22,-100,-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SO",202036,15,377,0.469,46.9,137588,10.9,274.01,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-20,-14.54,-57.1,-21.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","SZ",202036,8,235,0.421,42.1,78267,10.22,300.25,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-2,-2.56,-20,-7.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","TG",202036,6,292,0.462,46.2,138662,4.33,210.58,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-5,-3.6,-45.5,-6.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","TI",202036,3,1840,0.167,16.7,180350,1.66,1020.24,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-9,-4.99,-75,-29.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","UR",202036,0,63,0,0,17964,0,350.7,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-1,-5.57,-100,-20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","VD",202036,350,4307,0.494,49.4,409909,85.38,1050.72,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",122,29.76,53.5,1.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","VS",202036,31,1299,0.437,43.7,174271,17.79,745.39,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",3,1.72,10.7,1.90000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","ZG",202036,12,152,0.414,41.4,63048,19.03,241.09,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",7,11.1,140,10.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","ZH",202036,228,3239,0.469,46.9,772596,29.51,419.24,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-6,-0.78,-2.6,-2.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","AG",202036,0,2,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-1,NA,-100,-0.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","AI",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","AR",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BE",202036,0,2,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BL",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","BS",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","FL",202036,0,0,NA,NA,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","FR",202036,0,2,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","GE",202036,0,3,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","GL",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","GR",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","JU",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","LU",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SG",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SH",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SO",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","SZ",202036,0,2,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",-1,NA,-100,-5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","TG",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","TI",202036,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","UR",202036,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","VD",202036,0,6,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","VS",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","ZG",202036,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","ZH",202036,0,7,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-36",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","AG",202037,73,1167,0.549,54.9,344733,21.18,338.52,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",16,4.65,28.1,11.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","AI",202037,1,15,1,100,8303,12.04,180.66,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","AR",202037,6,69,0.462,46.2,27938,21.48,246.98,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",1,3.58,20,-25.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","BE",202037,97,1417,0.505,50.5,510170,19.01,277.75,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",16,3.13,19.8,-2.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","BL",202037,13,598,0.406,40.6,141890,9.16,421.45,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",-1,-0.71,-7.1,-17.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","BS",202037,16,697,0.593,59.3,94997,16.84,733.71,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",-2,-2.11,-11.1,1.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","FL",202037,1,57,0.333,33.3,19215,5.2,296.64,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",1,5.2,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","FR",202037,112,959,0.481,48.1,161153,69.5,595.09,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",23,14.27,25.8,6.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GE",202037,162,3514,0.468,46.8,244184,66.34,1439.08,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",-7,-2.87,-4.1,-4.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GL",202037,2,67,1,100,20546,9.73,326.1,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202037,17,543,0.5,50,99707,17.05,544.6,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",8,8.02,88.9,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202037,6,134,0.545,54.5,36400,16.48,368.13,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",1,2.74,20,12.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202037,21,543,0.6,60,205976,10.2,263.62,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",6,2.92,40,13.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202037,27,407,0.397,39.7,86495,31.22,470.55,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",9,10.41,50,-8.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","NW",202037,1,64,1,100,22053,4.53,290.21,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",-2,-9.07,-66.7,40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","OW",202037,1,52,1,100,19158,5.22,271.43,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",1,5.22,NA,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SG",202037,48,741,0.49,49,256039,18.75,289.41,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",-3,-1.17,-5.9,-19.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SH",202037,7,89,0.778,77.8,40768,17.17,218.31,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",4,9.81,133.3,-22.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SO",202037,10,342,0.385,38.5,137659,7.26,248.44,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",-7,-5.09,-41.2,-14.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","SZ",202037,12,275,0.48,48,82213,14.6,334.5,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",1,1.22,9.1,-9.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","TG",202037,28,294,0.549,54.9,140885,19.87,208.68,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",21,14.9,300,1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","TI",202037,16,1707,0.571,57.1,171141,9.35,997.42,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",1,0.59,6.7,-26.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","UR",202037,1,75,1,100,18739,5.34,400.23,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-37",0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
