"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"40 - 49","VD",202050,2999,49606,0.172,17.2,117016,2562.9,42392.49,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,10.84
"40 - 49","VD",202051,3920,53526,0.178,17.8,117016,3349.97,45742.46,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,7.73
"40 - 49","VD",202052,3548,57074,0.183,18.3,117016,3032.06,48774.53,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,7.67
"40 - 49","VD",202053,2398,59472,0.163,16.3,117016,2049.29,50823.82,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,13.47
"40 - 49","VD",202101,2913,62385,0.166,16.6,117016,2489.4,53313.22,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,11.77
"40 - 49","VD",202102,2491,64876,0.159,15.9,117016,2128.77,55441.99,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,10.4
"40 - 49","VD",202103,2668,67544,0.16,16,117016,2280.03,57722.02,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,8.77
"40 - 49","VD",202104,2943,70487,0.164,16.4,117016,2515.04,60237.06,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,8.09
"40 - 49","VD",202105,3567,74054,0.172,17.2,117016,3048.3,63285.36,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,7.79
"40 - 49","VD",202106,3691,77745,0.174,17.4,117016,3154.27,66439.63,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,6.75
"40 - 49","VD",202107,3892,81637,0.174,17.4,117016,3326.04,69765.67,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,5.55
"40 - 49","VD",202108,3075,84712,0.158,15.8,117016,2627.85,72393.52,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-08",TRUE,TRUE,TRUE,FALSE,FALSE,7.12
"40 - 49","VD",202109,3167,87879,0.166,16.6,117016,2706.47,75099.99,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-09",TRUE,TRUE,TRUE,FALSE,FALSE,6.54
"40 - 49","VD",202110,3239,91118,0.159,15.9,117016,2768,77867.98,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-10",TRUE,TRUE,TRUE,FALSE,FALSE,6.58
"40 - 49","VD",202111,3945,95063,0.163,16.3,117016,3371.33,81239.32,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,6.77
"40 - 49","VD",202112,4901,99964,0.173,17.3,117016,4188.32,85427.63,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,5.65
"40 - 49","VD",202113,6819,106783,0.188,18.8,117016,5827.41,91255.04,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,3.86
"40 - 49","VD",202114,4205,110988,0.17,17,117016,3593.53,94848.57,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,7.28
"40 - 49","VD",202115,2402,113390,0.168,16.8,117016,2052.71,96901.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-15",FALSE,FALSE,FALSE,FALSE,FALSE,7.58
"40 - 49","VS",202009,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202010,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202011,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202012,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202013,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202014,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202015,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202016,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202017,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202018,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202019,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202020,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202021,NA,NA,NA,NA,45748,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","VS",202022,91,91,0.106,10.6,45748,198.92,198.92,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,2.2
"40 - 49","VS",202023,71,162,0.097,9.7,45748,155.2,354.11,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,2.82
"40 - 49","VS",202024,93,255,0.094,9.4,45748,203.29,557.4,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,4.3
"40 - 49","VS",202025,178,433,0.124,12.4,45748,389.09,946.49,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,2.25
"40 - 49","VS",202026,272,705,0.135,13.5,45748,594.56,1541.05,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,3.31
"40 - 49","VS",202027,241,946,0.113,11.3,45748,526.8,2067.85,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.24
"40 - 49","VS",202028,211,1157,0.156,15.6,45748,461.22,2529.07,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,2.84
"40 - 49","VS",202029,152,1309,0.12,12,45748,332.25,2861.33,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,0.66
"40 - 49","VS",202030,170,1479,0.154,15.4,45748,371.6,3232.93,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1.18
"40 - 49","VS",202031,139,1618,0.113,11.3,45748,303.84,3536.77,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.6
"40 - 49","VS",202032,146,1764,0.116,11.6,45748,319.14,3855.91,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,2.05
"40 - 49","VS",202033,153,1917,0.124,12.4,45748,334.44,4190.35,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,6.54
"40 - 49","VS",202034,236,2153,0.133,13.3,45748,515.87,4706.22,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.39
"40 - 49","VS",202035,369,2522,0.13,13,45748,806.59,5512.81,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,1.08
"40 - 49","VS",202036,454,2976,0.148,14.8,45748,992.39,6505.2,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.54
"40 - 49","VS",202037,441,3417,0.142,14.2,45748,963.98,7469.18,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.27
"40 - 49","VS",202038,330,3747,0.125,12.5,45748,721.34,8190.52,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.03
"40 - 49","VS",202039,264,4011,0.122,12.2,45748,577.07,8767.6,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.41
"40 - 49","VS",202040,305,4316,0.13,13,45748,666.7,9434.29,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,7.54
"40 - 49","VS",202041,496,4812,0.14,14,45748,1084.2,10518.49,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,17.14
"40 - 49","VS",202042,961,5773,0.143,14.3,45748,2100.64,12619.13,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,31.11
"40 - 49","VS",202043,1754,7527,0.165,16.5,45748,3834.05,16453.18,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,42.13
"40 - 49","VS",202044,1833,9360,0.158,15.8,45748,4006.73,20459.91,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,47.35
"40 - 49","VS",202045,1588,10948,0.156,15.6,45748,3471.19,23931.1,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,38.41
"40 - 49","VS",202046,1039,11987,0.141,14.1,45748,2271.14,26202.24,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,32.15
"40 - 49","VS",202047,779,12766,0.15,15,45748,1702.81,27905.05,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,29.65
"40 - 49","VS",202048,661,13427,0.142,14.2,45748,1444.87,29349.92,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,22.09
"40 - 49","VS",202049,651,14078,0.15,15,45748,1423.01,30772.93,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,18.28
"40 - 49","VS",202050,704,14782,0.153,15.3,45748,1538.87,32311.8,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,19.6
"40 - 49","VS",202051,1085,15867,0.179,17.9,45748,2371.69,34683.48,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,10.78
"40 - 49","VS",202052,952,16819,0.16,16,45748,2080.97,36764.45,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,9.03
"40 - 49","VS",202053,930,17749,0.151,15.1,45748,2032.88,38797.32,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,12.69
"40 - 49","VS",202101,949,18698,0.142,14.2,45748,2074.41,40871.73,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,16.23
"40 - 49","VS",202102,832,19530,0.14,14,45748,1818.66,42690.39,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,13.7
"40 - 49","VS",202103,822,20352,0.134,13.4,45748,1796.8,44487.19,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,14.72
"40 - 49","VS",202104,895,21247,0.143,14.3,45748,1956.37,46443.56,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,11.28
"40 - 49","VS",202105,1171,22418,0.143,14.3,45748,2559.67,49003.24,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,8.63
"40 - 49","VS",202106,1302,23720,0.148,14.8,45748,2846.03,51849.26,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,6.3
"40 - 49","VS",202107,1534,25254,0.171,17.1,45748,3353.15,55202.41,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,3.85
"40 - 49","VS",202108,1623,26877,0.182,18.2,45748,3547.7,58750.11,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-08",TRUE,TRUE,TRUE,FALSE,FALSE,5.36
"40 - 49","VS",202109,1033,27910,0.154,15.4,45748,2258.02,61008.13,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-09",TRUE,TRUE,TRUE,FALSE,FALSE,7.94
"40 - 49","VS",202110,953,28863,0.135,13.5,45748,2083.15,63091.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-10",TRUE,TRUE,TRUE,FALSE,FALSE,7.66
"40 - 49","VS",202111,1406,30269,0.16,16,45748,3073.36,66164.64,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,6.54
"40 - 49","VS",202112,1289,31558,0.14,14,45748,2817.61,68982.25,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,6.98
"40 - 49","VS",202113,1857,33415,0.167,16.7,45748,4059.19,73041.44,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,5.39
"40 - 49","VS",202114,1225,34640,0.145,14.5,45748,2677.71,75719.16,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,9.14
"40 - 49","VS",202115,732,35372,0.134,13.4,45748,1600.07,77319.23,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-15",FALSE,FALSE,FALSE,FALSE,FALSE,9.15
"40 - 49","ZG",202009,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202010,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202011,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202012,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202013,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202014,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202015,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202016,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202017,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202018,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202019,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202020,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202021,NA,NA,NA,NA,19414,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202022,43,43,0.168,16.8,19414,221.49,221.49,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202023,52,95,0.211,21.1,19414,267.85,489.34,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202024,94,189,0.187,18.7,19414,484.19,973.52,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,4.26
"40 - 49","ZG",202025,131,320,0.203,20.3,19414,674.77,1648.3,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202026,102,422,0.155,15.5,19414,525.39,2173.69,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202027,157,579,0.158,15.8,19414,808.69,2982.38,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.91
"40 - 49","ZG",202028,132,711,0.155,15.5,19414,679.92,3662.31,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,0.76
"40 - 49","ZG",202029,120,831,0.155,15.5,19414,618.11,4280.42,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.67
"40 - 49","ZG",202030,155,986,0.188,18.8,19414,798.39,5078.81,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,0.65
"40 - 49","ZG",202031,111,1097,0.184,18.4,19414,571.75,5650.56,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202032,81,1178,0.155,15.5,19414,417.22,6067.79,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202033,93,1271,0.167,16.7,19414,479.04,6546.82,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,2.15
"40 - 49","ZG",202034,102,1373,0.149,14.9,19414,525.39,7072.22,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"40 - 49","ZG",202035,156,1529,0.177,17.7,19414,803.54,7875.76,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,1.28
"40 - 49","ZG",202036,224,1753,0.194,19.4,19414,1153.81,9029.57,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,3.57
"40 - 49","ZG",202037,197,1950,0.171,17.1,19414,1014.73,10044.3,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,4.57
"40 - 49","ZG",202038,189,2139,0.178,17.8,19414,973.52,11017.82,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,1.06
"40 - 49","ZG",202039,166,2305,0.188,18.8,19414,855.05,11872.88,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.81
"40 - 49","ZG",202040,217,2522,0.19,19,19414,1117.75,12990.63,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,3.69
"40 - 49","ZG",202041,259,2781,0.164,16.4,19414,1334.09,14324.71,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,10.81
"40 - 49","ZG",202042,355,3136,0.171,17.1,19414,1828.58,16153.29,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,8.45
"40 - 49","ZG",202043,474,3610,0.17,17,19414,2441.54,18594.83,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,13.5
"40 - 49","ZG",202044,448,4058,0.165,16.5,19414,2307.61,20902.44,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,17.63
"40 - 49","ZG",202045,448,4506,0.18,18,19414,2307.61,23210.05,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,17.86
"40 - 49","ZG",202046,348,4854,0.161,16.1,19414,1792.52,25002.58,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,20.4
"40 - 49","ZG",202047,330,5184,0.146,14.6,19414,1699.8,26702.38,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,18.18
"40 - 49","ZG",202048,376,5560,0.165,16.5,19414,1936.75,28639.13,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,10.37
"40 - 49","ZG",202049,448,6008,0.189,18.9,19414,2307.61,30946.74,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,12.28
"40 - 49","ZG",202050,474,6482,0.182,18.2,19414,2441.54,33388.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,13.71
"40 - 49","ZG",202051,753,7235,0.192,19.2,19414,3878.64,37266.92,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,7.44
"40 - 49","ZG",202052,577,7812,0.194,19.4,19414,2972.08,40239,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,8.49
"40 - 49","ZG",202053,369,8181,0.175,17.5,19414,1900.69,42139.69,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,14.91
"40 - 49","ZG",202101,405,8586,0.164,16.4,19414,2086.12,44225.82,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,12.59
"40 - 49","ZG",202102,353,8939,0.166,16.6,19414,1818.28,46044.09,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,11.9
"40 - 49","ZG",202103,415,9354,0.179,17.9,19414,2137.63,48181.72,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,11.08
"40 - 49","ZG",202104,438,9792,0.193,19.3,19414,2256.1,50437.83,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,8.68
