"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"20 - 29","CH",202017,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202018,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202019,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202020,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202021,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202022,3161,3161,0.12,12,1045350,302.39,302.39,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,1.01
"20 - 29","CH",202023,2836,5997,0.111,11.1,1045350,271.3,573.68,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.78
"20 - 29","CH",202024,3741,9738,0.105,10.5,1045350,357.87,931.55,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.83
"20 - 29","CH",202025,5454,15192,0.113,11.3,1045350,521.74,1453.29,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.99
"20 - 29","CH",202026,10558,25750,0.184,18.4,1045350,1010,2463.29,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,1.09
"20 - 29","CH",202027,18901,44651,0.27,27,1045350,1808.1,4271.39,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.2
"20 - 29","CH",202028,9979,54630,0.202,20.2,1045350,954.61,5226,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.66
"20 - 29","CH",202029,8914,63544,0.209,20.9,1045350,852.73,6078.73,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.04
"20 - 29","CH",202030,7245,70789,0.204,20.4,1045350,693.07,6771.8,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,3.38
"20 - 29","CH",202031,8913,79702,0.239,23.9,1045350,852.63,7624.43,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,4.25
"20 - 29","CH",202032,8727,88429,0.226,22.6,1045350,834.84,8459.27,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.83
"20 - 29","CH",202033,9283,97712,0.223,22.3,1045350,888.03,9347.3,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,6.38
"20 - 29","CH",202034,12980,110692,0.226,22.6,1045350,1241.69,10588.99,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,5.72
"20 - 29","CH",202035,15156,125848,0.207,20.7,1045350,1449.85,12038.84,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,4.76
"20 - 29","CH",202036,17620,143468,0.202,20.2,1045350,1685.56,13724.4,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,4.63
"20 - 29","CH",202037,18220,161688,0.201,20.1,1045350,1742.96,15467.36,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,4.59
"20 - 29","CH",202038,16656,178344,0.197,19.7,1045350,1593.34,17060.7,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,4.55
"20 - 29","CH",202039,14371,192715,0.211,21.1,1045350,1374.75,18435.45,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.85
"20 - 29","CH",202040,15394,208109,0.227,22.7,1045350,1472.62,19908.07,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.22
"20 - 29","CH",202041,21575,229684,0.241,24.1,1045350,2063.9,21971.97,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.71
"20 - 29","CH",202042,29911,259595,0.236,23.6,1045350,2861.34,24833.31,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,13.19
"20 - 29","CH",202043,38643,298238,0.218,21.8,1045350,3696.66,28529.97,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,19.89
"20 - 29","CH",202044,45384,343622,0.209,20.9,1045350,4341.51,32871.48,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,23.05
"20 - 29","CH",202045,40713,384335,0.197,19.7,1045350,3894.68,36766.15,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,23.48
"20 - 29","CH",202046,31993,416328,0.178,17.8,1045350,3060.51,39826.66,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,21.62
"20 - 29","CH",202047,27780,444108,0.176,17.6,1045350,2657.48,42484.14,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,19.3
"20 - 29","CH",202048,27263,471371,0.17,17,1045350,2608.03,45092.17,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,16.53
"20 - 29","CH",202049,27312,498683,0.166,16.6,1045350,2612.71,47704.88,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,16.6
"20 - 29","CH",202050,33259,531942,0.159,15.9,1045350,3181.61,50886.5,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.34
"20 - 29","CH",202051,39390,571332,0.162,16.2,1045350,3768.12,54654.61,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,11.59
"20 - 29","CH",202052,33486,604818,0.163,16.3,1045350,3203.33,57857.94,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,11.58
"20 - 29","CH",202053,25972,630790,0.175,17.5,1045350,2484.53,60342.47,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,15.63
"20 - 29","CH",202101,30543,661333,0.183,18.3,1045350,2921.8,63264.27,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,13.74
"20 - 29","CH",202102,27819,689152,0.189,18.9,1045350,2661.21,65925.48,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,10.49
"20 - 29","CH",202103,31241,720393,0.192,19.2,1045350,2988.57,68914.05,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,7.59
"20 - 29","CH",202104,27050,747443,0.162,16.2,1045350,2587.65,71501.7,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,6.71
"20 - 29","CH",202105,30244,777687,0.163,16.3,1045350,2893.19,74394.89,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,5.47
"20 - 29","CH",202106,35685,813372,0.185,18.5,1045350,3413.69,77808.58,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.01
"20 - 29","CH",202107,31761,845133,0.18,18,1045350,3038.31,80846.89,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,3.95
"20 - 29","CH",202108,26710,871843,0.16,16,1045350,2555.13,83402.02,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-08",TRUE,TRUE,TRUE,FALSE,FALSE,4.74
"20 - 29","CH",202109,26731,898574,0.154,15.4,1045350,2557.13,85959.15,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-09",TRUE,TRUE,TRUE,FALSE,FALSE,5.22
"20 - 29","CH",202110,29273,927847,0.151,15.1,1045350,2800.31,88759.46,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-10",TRUE,TRUE,TRUE,FALSE,FALSE,5.61
"20 - 29","CH",202111,33983,961830,0.149,14.9,1045350,3250.87,92010.33,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,5.5
"20 - 29","CH",202112,37638,999468,0.15,15,1045350,3600.52,95610.85,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,6.37
"20 - 29","CH",202113,42804,1042272,0.155,15.5,1045350,4094.71,99705.55,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,5.5
"20 - 29","CH",202114,32339,1074611,0.159,15.9,1045350,3093.61,102799.16,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,8.51
"20 - 29","CH",202115,19125,1093736,0.164,16.4,1045350,1829.53,104628.69,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-15",FALSE,FALSE,FALSE,FALSE,FALSE,9.31
"30 - 39","CH",202009,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202010,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202011,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202012,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202013,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202014,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202015,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202016,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202017,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202018,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202019,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202020,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202021,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202022,3801,3801,0.144,14.4,1229176,309.23,309.23,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.61
"30 - 39","CH",202023,3741,7542,0.146,14.6,1229176,304.35,613.58,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.51
"30 - 39","CH",202024,5454,12996,0.153,15.3,1229176,443.71,1057.29,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.57
"30 - 39","CH",202025,7880,20876,0.163,16.3,1229176,641.08,1698.37,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.38
"30 - 39","CH",202026,9820,30696,0.171,17.1,1229176,798.91,2497.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.73
"30 - 39","CH",202027,11510,42206,0.165,16.5,1229176,936.4,3433.68,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.27
"30 - 39","CH",202028,9764,51970,0.198,19.8,1229176,794.35,4228.04,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.53
"30 - 39","CH",202029,8835,60805,0.208,20.8,1229176,718.77,4946.81,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.99
"30 - 39","CH",202030,7256,68061,0.204,20.4,1229176,590.31,5537.12,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.65
"30 - 39","CH",202031,7466,75527,0.2,20,1229176,607.4,6144.52,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.04
"30 - 39","CH",202032,7844,83371,0.203,20.3,1229176,638.15,6782.67,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.15
"30 - 39","CH",202033,8415,91786,0.202,20.2,1229176,684.6,7467.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,3.92
"30 - 39","CH",202034,11141,102927,0.194,19.4,1229176,906.38,8373.66,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.8
"30 - 39","CH",202035,15059,117986,0.205,20.5,1229176,1225.13,9598.79,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,3.05
"30 - 39","CH",202036,18439,136425,0.212,21.2,1229176,1500.11,11098.9,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,3.05
"30 - 39","CH",202037,18291,154716,0.202,20.2,1229176,1488.07,12586.97,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.24
"30 - 39","CH",202038,16203,170919,0.192,19.2,1229176,1318.2,13905.17,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.76
"30 - 39","CH",202039,12841,183760,0.189,18.9,1229176,1044.68,14949.85,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.81
"30 - 39","CH",202040,13498,197258,0.199,19.9,1229176,1098.13,16047.99,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.67
"30 - 39","CH",202041,18210,215468,0.204,20.4,1229176,1481.48,17529.47,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.17
"30 - 39","CH",202042,25676,241144,0.203,20.3,1229176,2088.88,19618.35,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,13.79
"30 - 39","CH",202043,35025,276169,0.198,19.8,1229176,2849.47,22467.82,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,20.92
"30 - 39","CH",202044,40783,316952,0.188,18.8,1229176,3317.91,25785.73,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,24.59
"30 - 39","CH",202045,38493,355445,0.186,18.6,1229176,3131.61,28917.34,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,24.04
"30 - 39","CH",202046,33941,389386,0.189,18.9,1229176,2761.28,31678.62,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,20.98
"30 - 39","CH",202047,30130,419516,0.191,19.1,1229176,2451.24,34129.86,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,17.43
"30 - 39","CH",202048,30598,450114,0.191,19.1,1229176,2489.31,36619.17,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,15.02
"30 - 39","CH",202049,31881,481995,0.194,19.4,1229176,2593.69,39212.85,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,14.86
"30 - 39","CH",202050,40546,522541,0.193,19.3,1229176,3298.63,42511.49,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,12.54
"30 - 39","CH",202051,51866,574407,0.214,21.4,1229176,4219.57,46731.06,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,9.65
"30 - 39","CH",202052,46062,620469,0.224,22.4,1229176,3747.39,50478.45,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,9.28
"30 - 39","CH",202053,29543,650012,0.199,19.9,1229176,2403.48,52881.93,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,14.01
"30 - 39","CH",202101,31098,681110,0.187,18.7,1229176,2529.99,55411.92,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,12.57
"30 - 39","CH",202102,26664,707774,0.182,18.2,1229176,2169.26,57581.18,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,10.01
"30 - 39","CH",202103,28581,736355,0.176,17.6,1229176,2325.22,59906.39,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,8.16
"30 - 39","CH",202104,31887,768242,0.191,19.1,1229176,2594.18,62500.57,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,6.48
"30 - 39","CH",202105,35457,803699,0.191,19.1,1229176,2884.62,65385.18,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,5.25
"30 - 39","CH",202106,36183,839882,0.187,18.7,1229176,2943.68,68328.86,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.19
"30 - 39","CH",202107,34128,874010,0.194,19.4,1229176,2776.49,71105.36,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,3.82
"30 - 39","CH",202108,32457,906467,0.194,19.4,1229176,2640.55,73745.91,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-08",TRUE,TRUE,TRUE,FALSE,FALSE,4.28
"30 - 39","CH",202109,32821,939288,0.189,18.9,1229176,2670.16,76416.07,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-09",TRUE,TRUE,TRUE,FALSE,FALSE,4.12
"30 - 39","CH",202110,36944,976232,0.191,19.1,1229176,3005.59,79421.66,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-10",TRUE,TRUE,TRUE,FALSE,FALSE,4.15
"30 - 39","CH",202111,43754,1019986,0.192,19.2,1229176,3559.62,82981.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,4.46
"30 - 39","CH",202112,48445,1068431,0.193,19.3,1229176,3941.26,86922.54,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,4.88
"30 - 39","CH",202113,57099,1125530,0.207,20.7,1229176,4645.31,91567.85,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,4.31
"30 - 39","CH",202114,38300,1163830,0.189,18.9,1229176,3115.91,94683.76,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,7.24
"30 - 39","CH",202115,21812,1185642,0.187,18.7,1229176,1774.52,96458.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-15",FALSE,FALSE,FALSE,FALSE,FALSE,7.76
"40 - 49","CH",202009,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202010,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202011,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202012,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202013,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202014,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202015,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202016,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202017,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202018,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202019,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202020,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202021,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202022,3307,3307,0.126,12.6,1198325,275.97,275.97,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.94
"40 - 49","CH",202023,3249,6556,0.127,12.7,1198325,271.13,547.1,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.46
