"geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d","pos_anteil"
"JU",202101,1141,27225,1,100,73584,1550.61,36998.53,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,21.38
"JU",202102,1222,28447,1,100,73584,1660.69,38659.22,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,16.94
"JU",202103,1076,29523,1,100,73584,1462.27,40121.49,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,13.01
"JU",202104,1402,30925,1,100,73584,1905.31,42026.8,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,11.77
"JU",202105,1849,32774,1,100,73584,2512.77,44539.57,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.68
"JU",202106,1305,34079,1,100,73584,1773.48,46313.06,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7.13
"JU",202107,1442,35521,1,100,73584,1959.67,48272.72,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-07",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6.38
"JU",202108,1053,36574,1,100,73584,1431.02,49703.74,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,8.55
"JU",202109,1017,37591,1,100,73584,1382.09,51085.83,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,9.24
"JU",202110,1065,38656,1,100,73584,1447.33,52533.16,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.54
"JU",202111,1317,39973,1,100,73584,1789.79,54322.95,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.47
"JU",202112,1708,41681,1,100,73584,2321.16,56644.11,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4.8
"JU",202113,2067,43748,1,100,73584,2809.03,59453.14,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5.08
"JU",202114,1307,45055,1,100,73584,1776.2,61229.34,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8.03
"JU",202115,1152,46207,1,100,73584,1565.56,62794.9,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-15",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.16
"JU",202116,1094,47301,1,100,73584,1486.74,64281.64,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-16",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12.34
"JU",202117,176,47477,1,100,73584,239.18,64520.82,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-17",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.11
"LU",202009,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202010,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202011,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202012,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202013,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202014,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202015,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202016,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202017,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202018,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202019,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202020,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202021,NA,NA,NA,NA,413120,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"LU",202022,846,846,1,100,413120,204.78,204.78,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.59
"LU",202023,783,1629,1,100,413120,189.53,394.32,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.38
"LU",202024,1136,2765,1,100,413120,274.98,669.3,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.35
"LU",202025,1589,4354,1,100,413120,384.63,1053.93,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5
"LU",202026,1979,6333,1,100,413120,479.04,1532.97,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.45
"LU",202027,2668,9001,1,100,413120,645.82,2178.79,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.75
"LU",202028,1856,10857,1,100,413120,449.26,2628.05,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.19
"LU",202029,1755,12612,1,100,413120,424.82,3052.87,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.11
"LU",202030,1457,14069,1,100,413120,352.68,3405.55,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.72
"LU",202031,1351,15420,1,100,413120,327.02,3732.57,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.11
"LU",202032,1444,16864,1,100,413120,349.54,4082.11,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.25
"LU",202033,1648,18512,1,100,413120,398.92,4481.02,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.07
"LU",202034,1956,20468,1,100,413120,473.47,4954.49,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.74
"LU",202035,2710,23178,1,100,413120,655.98,5610.48,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.77
"LU",202036,3462,26640,1,100,413120,838.01,6448.49,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.95
"LU",202037,3352,29992,1,100,413120,811.39,7259.88,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.07
"LU",202038,2985,32977,1,100,413120,722.55,7982.43,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.04
"LU",202039,2530,35507,1,100,413120,612.41,8594.84,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.54
"LU",202040,2155,37662,1,100,413120,521.64,9116.48,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2.88
"LU",202041,3211,40873,1,100,413120,777.26,9893.74,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7.88
"LU",202042,4767,45640,1,100,413120,1153.9,11047.64,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,13.59
"LU",202043,6671,52311,1,100,413120,1614.79,12662.42,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,18.59
"LU",202044,8051,60362,1,100,413120,1948.83,14611.25,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,23.76
"LU",202045,7000,67362,1,100,413120,1694.42,16305.67,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,22.9
"LU",202046,6313,73675,1,100,413120,1528.13,17833.8,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,21.64
"LU",202047,5933,79608,1,100,413120,1436.14,19269.95,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,21.52
"LU",202048,5919,85527,1,100,413120,1432.76,20702.7,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,18.77
"LU",202049,6399,91926,1,100,413120,1548.94,22251.65,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,18.69
"LU",202050,7590,99516,1,100,413120,1837.24,24088.88,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,21.32
"LU",202051,9633,109149,1,100,413120,2331.77,26420.65,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17.11
"LU",202052,8067,117216,1,100,413120,1952.7,28373.35,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17.38
"LU",202053,6180,123396,1,100,413120,1495.93,29869.29,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,21.62
"LU",202101,7299,130695,1,100,413120,1766.8,31636.09,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,19.5
"LU",202102,6523,137218,1,100,413120,1578.96,33215.05,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,16.86
"LU",202103,6419,143637,1,100,413120,1553.79,34768.83,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12.26
"LU",202104,6061,149698,1,100,413120,1467.13,36235.96,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,8.4
"LU",202105,7028,156726,1,100,413120,1701.2,37937.16,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6.82
"LU",202106,5190,161916,1,100,413120,1256.29,39193.45,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.26
"LU",202107,4130,166046,1,100,413120,999.71,40193.16,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-07",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.69
"LU",202108,4063,170109,1,100,413120,983.49,41176.66,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6.4
"LU",202109,4693,174802,1,100,413120,1135.99,42312.65,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7.71
"LU",202110,5657,180459,1,100,413120,1369.34,43681.98,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,8.87
"LU",202111,6591,187050,1,100,413120,1595.42,45277.4,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7.13
"LU",202112,8157,195207,1,100,413120,1974.49,47251.89,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6.62
"LU",202113,9794,205001,1,100,413120,2370.74,49622.63,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6.46
"LU",202114,6301,211302,1,100,413120,1525.22,51147.85,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11.33
"LU",202115,5528,216830,1,100,413120,1338.11,52485.96,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-15",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12.72
"LU",202116,5080,221910,1,100,413120,1229.67,53715.63,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-16",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13.25
"LU",202117,573,222483,1,100,413120,138.7,53854.33,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-17",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.2
"NE",202009,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202010,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202011,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202012,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202013,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202014,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202015,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202016,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202017,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202018,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202019,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202020,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202021,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202022,746,746,1,100,176496,422.67,422.67,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.67
"NE",202023,664,1410,1,100,176496,376.21,798.88,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.2
"NE",202024,1072,2482,1,100,176496,607.38,1406.26,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.37
"NE",202025,1206,3688,1,100,176496,683.3,2089.57,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.41
"NE",202026,1343,5031,1,100,176496,760.92,2850.49,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.37
"NE",202027,1358,6389,1,100,176496,769.42,3619.91,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.37
"NE",202028,1002,7391,1,100,176496,567.72,4187.63,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.4
"NE",202029,806,8197,1,100,176496,456.67,4644.3,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.36
"NE",202030,504,8701,1,100,176496,285.56,4929.86,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.19
"NE",202031,461,9162,1,100,176496,261.2,5191.05,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.04
"NE",202032,596,9758,1,100,176496,337.68,5528.74,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.85
"NE",202033,642,10400,1,100,176496,363.75,5892.48,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.21
"NE",202034,817,11217,1,100,176496,462.9,6355.38,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.94
"NE",202035,1194,12411,1,100,176496,676.5,7031.89,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.18
"NE",202036,1726,14137,1,100,176496,977.93,8009.81,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.09
"NE",202037,1745,15882,1,100,176496,988.69,8998.5,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.3
"NE",202038,1461,17343,1,100,176496,827.78,9826.29,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.42
"NE",202039,1113,18456,1,100,176496,630.61,10456.89,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6.2
"NE",202040,1274,19730,1,100,176496,721.83,11178.72,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6.36
"NE",202041,1796,21526,1,100,176496,1017.59,12196.31,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,16.59
"NE",202042,2211,23737,1,100,176496,1252.72,13449.03,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25.24
"NE",202043,3197,26934,1,100,176496,1811.37,15260.4,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,35.94
"NE",202044,4356,31290,1,100,176496,2468.04,17728.45,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,40.73
"NE",202045,5300,36590,1,100,176496,3002.9,20731.35,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,43.75
"NE",202046,4107,40697,1,100,176496,2326.96,23058.31,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,32.43
"NE",202047,3299,43996,1,100,176496,1869.16,24927.48,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25.13
"NE",202048,3229,47225,1,100,176496,1829.5,26756.98,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20.16
"NE",202049,2880,50105,1,100,176496,1631.77,28388.75,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,19.34
"NE",202050,2910,53015,1,100,176496,1648.76,30037.51,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,16.22
"NE",202051,3226,56241,1,100,176496,1827.8,31865.31,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,11.87
"NE",202052,3286,59527,1,100,176496,1861.8,33727.11,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12.08
"NE",202053,2686,62213,1,100,176496,1521.85,35248.96,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17.09
"NE",202101,3039,65252,1,100,176496,1721.85,36970.81,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,16.58
"NE",202102,2533,67785,1,100,176496,1435.16,38405.97,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15.71
"NE",202103,2579,70364,1,100,176496,1461.22,39867.19,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,11.21
"NE",202104,2643,73007,1,100,176496,1497.48,41364.68,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,9.23
"NE",202105,3293,76300,1,100,176496,1865.76,43230.44,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7.01
"NE",202106,4783,81083,1,100,176496,2709.98,45940.42,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6.86
"NE",202107,5047,86130,1,100,176496,2859.55,48799.97,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-07",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7.39
"NE",202108,5083,91213,1,100,176496,2879.95,51679.92,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.78
"NE",202109,3216,94429,1,100,176496,1822.14,53502.06,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6.34
"NE",202110,3738,98167,1,100,176496,2117.9,55619.96,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6.42
"NE",202111,4157,102324,1,100,176496,2355.29,57975.25,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.73
"NE",202112,5910,108234,1,100,176496,3348.52,61323.77,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4.7
"NE",202113,6660,114894,1,100,176496,3773.46,65097.23,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3.32
"NE",202114,4380,119274,1,100,176496,2481.64,67578.87,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6.46
"NE",202115,3900,123174,1,100,176496,2209.68,69788.55,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-15",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8.56
"NE",202116,4059,127233,1,100,176496,2299.77,72088.32,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-16",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8.11
"NE",202117,586,127819,1,100,176496,332.02,72420.34,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-17",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.97
"NW",202009,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202010,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202011,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202012,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202013,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
